ID;FilialeID;ZeitID;ProduktID;Menge Ist;Menge Soll;WerbekampagneID;Preis_ Pro_ Einheit;Waehrung;KampagnenkostenEUR;Umsatz Ist;Umsatz Soll;Herstellkosten;Gewinn;Filiale-Bez;Anschrift;Filiale-PLZ;Filiale-Ort;Region;Land;LandBez;Region-Bez;Verkaufsleiter;KalMonatJahr;Jahr;Monat;Bezeichnung;Medienart;Verantwortlicher;Produktkategorie;Hersteller;Einheit;Herstellkosten je Einheit in EUR;Kurztext;Langtext
1273;11;200303;80;107;109;3;2911,3;DKK;13798,0;311509,10000000003;317331,7;33598;277911,10000000003;Global Computer Suppliers-København;Vinbæltet 34;1734;København;EU;DK;Dänemark;Europa;Jytte Petersen;2003-03-01;2003;März;HP;Radio;Robert Difatta;Tablet;HP;ST;314;HP Jornada 420 Palm-Size PC;No Description
1274;11;200303;90;83;89;0;2690,03;DKK;0,0;223272,49000000002;239412,67;26145;197127,49000000002;Global Computer Suppliers-København;Vinbæltet 34;1734;København;EU;DK;Dänemark;Europa;Jytte Petersen;2003-03-01;2003;März;0;0;0;Tablet;Sony;ST;315;Sony Clie PEG-NX60 (Silver) Handheld;No Description
1506;12;200303;1;48;45;2;1362,94;EUR;53236,0;65421,12;61332,3;57072;8349,120000000003;Global Computer Suppliers-Helsinki;Keskuskatu 45;21240;Helsinki;EU;FI;Finnland;Europa;Matti Karttunen;2003-03-01;2003;März;Tablet PC;Web mails;Sarah Hicks;Tablet PC;Acer;ST;1189;Acer TM C104TCi Tablet PC;900-MHz PIII-M 256 MB RAM 40 GB Hard Drive
1507;12;200303;2;45;41;0;1492,36;EUR;0,0;67156,2;61186,759999999995;38295;28861,199999999997;Global Computer Suppliers-Helsinki;Keskuskatu 45;21240;Helsinki;EU;FI;Finnland;Europa;Matti Karttunen;2003-03-01;2003;März;0;0;0;Notebook;Acer;ST;851;Acer TravelMate 233XV Notebook;20-GHz Celeron-M 256 MB RAM 30 GB Hard Drive DVD Drive
1508;12;200303;7;61;60;0;2040,62;EUR;0,0;124477,81999999999;122437,2;63806;60671,81999999999;Global Computer Suppliers-Helsinki;Keskuskatu 45;21240;Helsinki;EU;FI;Finnland;Europa;Matti Karttunen;2003-03-01;2003;März;0;0;0;Notebook;Apple;ST;1046;Apple iBook Notebook 141 M9009LL/A;900-MHz PowerPC G3 256 MB RAM 40 GB Hard Drive
1509;12;200303;12;45;53;0;930,63;EUR;0,0;41878,35;49323,39;25200;16678,35;Global Computer Suppliers-Helsinki;Keskuskatu 45;21240;Helsinki;EU;FI;Finnland;Europa;Matti Karttunen;2003-03-01;2003;März;0;0;0;Notebook;Compaq;ST;560;Compaq Presario 1215 Notebook;1-GHz Athlon 128 MB RAM 20 GB hard drive
1510;12;200303;15;60;48;2;1581,0;EUR;53236,0;94860,0;75888,0;75540;19320,0;Global Computer Suppliers-Helsinki;Keskuskatu 45;21240;Helsinki;EU;FI;Finnland;Europa;Matti Karttunen;2003-03-01;2003;März;Tablet PC;Web mails;Sarah Hicks;Tablet PC;Compaq;ST;1259;Compaq TC1000T Tablet PC 470045-149;10 GHz Transmeta Crusoe 256MB RAM 40GB hard drive
1511;12;200303;17;44;38;3;1296,05;EUR;13798,0;57026,2;49249,9;45276;11750,199999999997;Global Computer Suppliers-Helsinki;Keskuskatu 45;21240;Helsinki;EU;FI;Finnland;Europa;Matti Karttunen;2003-03-01;2003;März;HP;Radio;Robert Difatta;Notebook;HP;ST;1029;HP Pavilion xt5335qv Notebook PC;253-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVD/CD-RW Drive
1512;12;200303;20;40;37;0;1838,35;EUR;0,0;73534,0;68018,95;42560;30974,0;Global Computer Suppliers-Helsinki;Keskuskatu 45;21240;Helsinki;EU;FI;Finnland;Europa;Matti Karttunen;2003-03-01;2003;März;0;0;0;Notebook;IBM;ST;1064;IBM ThinkPad R40 (27232FU) Notebook;130-GHz Pentium-M Centrino 256 MB RAM 20 GB Hard Drive DVD-ROM Drive
1513;12;200303;24;57;48;0;1133,99;EUR;0,0;64637,43;54431,520000000004;59850;4787,43;Global Computer Suppliers-Helsinki;Keskuskatu 45;21240;Helsinki;EU;FI;Finnland;Europa;Matti Karttunen;2003-03-01;2003;März;0;0;0;Notebook;Sony;ST;1050;Sony VAIO PCG-FRV25 Notebook;266-GHz Pentium 4 512 MB RAM 40 GB Hard Drive DVD/CD-RW Drive
1514;12;200303;25;46;51;0;1769,45;EUR;0,0;81394,7;90241,95;70840;10554,699999999997;Global Computer Suppliers-Helsinki;Keskuskatu 45;21240;Helsinki;EU;FI;Finnland;Europa;Matti Karttunen;2003-03-01;2003;März;0;0;0;Notebook;Sony;ST;1540;Sony VAIO PCG-GRT170 Notebook;280-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVDRW/CD-RW Drive
1515;12;200303;31;39;39;2;1663,2;EUR;53236,0;64864,8;64864,8;60060;4804,800000000003;Global Computer Suppliers-Helsinki;Keskuskatu 45;21240;Helsinki;EU;FI;Finnland;Europa;Matti Karttunen;2003-03-01;2003;März;Tablet PC;Web mails;Sarah Hicks;Tablet PC;Toshiba;ST;1540;Toshiba Portege 3505 Tablet PC;133-GHz Pentium III 512 MB RAM 40 GB Hard Drive
1516;12;200303;32;59;50;0;1429,97;EUR;0,0;84368,23;71498,5;45430;38938,229999999996;Global Computer Suppliers-Helsinki;Keskuskatu 45;21240;Helsinki;EU;FI;Finnland;Europa;Matti Karttunen;2003-03-01;2003;März;0;0;0;Notebook;Toshiba;ST;770;Toshiba Satellite 1135-S125 Notebook;180-GHz Celeron 256 MB RAM 30 GB Hard Drive DVD/CD-RW Drive
1517;12;200303;38;36;29;4;1267,85;EUR;123240,0;45642,6;36767,649999999994;32616;13026,599999999999;Global Computer Suppliers-Helsinki;Keskuskatu 45;21240;Helsinki;EU;FI;Finnland;Europa;Matti Karttunen;2003-03-01;2003;März;Desktop Nord Europa;Zeitungsbeilage;Marilyn Schaidt;Desktop;Apple;ST;906;Apple eMac Desktop 17 M8951LL/A;10-GHz PowerPC G4 256 MB RAM 80 GB Hard Drive DVD-RW/CD-RW Drive
1518;12;200303;40;38;40;4;1726,7;EUR;123240,0;65614,6;69068,0;30438;35176,600000000006;Global Computer Suppliers-Helsinki;Keskuskatu 45;21240;Helsinki;EU;FI;Finnland;Europa;Matti Karttunen;2003-03-01;2003;März;Desktop Nord Europa;Zeitungsbeilage;Marilyn Schaidt;Desktop;Apple;ST;801;Apple Power Mac Desktop M8839LL/A;10-GHz PowerPC G4 256 MB RAM 60 GB Hard Drive DVD/CD-RW Drive
1519;12;200303;44;57;62;4;520,21;EUR;123240,0;29651,97;32253,020000000004;15960;13691,970000000001;Global Computer Suppliers-Helsinki;Keskuskatu 45;21240;Helsinki;EU;FI;Finnland;Europa;Matti Karttunen;2003-03-01;2003;März;Desktop Nord Europa;Zeitungsbeilage;Marilyn Schaidt;Desktop;Compaq;ST;280;Compaq Presario 6400NX Desktop PC;153 GHz Athlon XP 1800 128MB RAM 40GB hard drive
1520;12;200303;50;65;54;3;615,45;EUR;13798,0;40004,25;33234,3;27300;12704,25;Global Computer Suppliers-Helsinki;Keskuskatu 45;21240;Helsinki;EU;FI;Finnland;Europa;Matti Karttunen;2003-03-01;2003;März;HP;Radio;Robert Difatta;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive
1521;12;200303;50;65;54;4;615,45;EUR;123240,0;40004,25;33234,3;27300;12704,25;Global Computer Suppliers-Helsinki;Keskuskatu 45;21240;Helsinki;EU;FI;Finnland;Europa;Matti Karttunen;2003-03-01;2003;März;Desktop Nord Europa;Zeitungsbeilage;Marilyn Schaidt;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive
1522;12;200303;58;59;53;4;1433,87;EUR;123240,0;84598,32999999999;75995,11;37170;47428,32999999999;Global Computer Suppliers-Helsinki;Keskuskatu 45;21240;Helsinki;EU;FI;Finnland;Europa;Matti Karttunen;2003-03-01;2003;März;Desktop Nord Europa;Zeitungsbeilage;Marilyn Schaidt;Desktop;Sony;ST;630;Sony VAIO PCV-RS310 Desktop;240-GHz Pentium 4 256 MB RAM 80 GB Hard Drive DVD-RW/CD-RW Drive CD-ROM Drive
1523;12;200303;66;60;55;0;241,65;EUR;0,0;14499,0;13290,75;8340;6159,0;Global Computer Suppliers-Helsinki;Keskuskatu 45;21240;Helsinki;EU;FI;Finnland;Europa;Matti Karttunen;2003-03-01;2003;März;0;0;0;Tablet;Casio;ST;139;Casio Cassiopeia BE-300 Pocket Manager;No Description
1524;12;200303;72;52;45;0;297,23;EUR;0,0;15455,960000000001;13375,35;9048;6407,960000000001;Global Computer Suppliers-Helsinki;Keskuskatu 45;21240;Helsinki;EU;FI;Finnland;Europa;Matti Karttunen;2003-03-01;2003;März;0;0;0;Tablet;Compaq;ST;174;Compaq iPAQ 3135 Monochrome Pocket PC Bundle;No Description
1525;12;200303;80;43;50;3;411,22;EUR;13798,0;17682,460000000003;20561,0;13502;4180,460000000003;Global Computer Suppliers-Helsinki;Keskuskatu 45;21240;Helsinki;EU;FI;Finnland;Europa;Matti Karttunen;2003-03-01;2003;März;HP;Radio;Robert Difatta;Tablet;HP;ST;314;HP Jornada 420 Palm-Size PC;No Description
1526;12;200303;90;64;58;0;379,96;EUR;0,0;24317,44;22037,68;20160;4157,439999999999;Global Computer Suppliers-Helsinki;Keskuskatu 45;21240;Helsinki;EU;FI;Finnland;Europa;Matti Karttunen;2003-03-01;2003;März;0;0;0;Tablet;Sony;ST;315;Sony Clie PEG-NX60 (Silver) Handheld;No Description
1758;13;200303;1;24;28;2;1362,94;EUR;53236,0;32710,56;38162,32;28536;4174,560000000001;Global Computer Suppliers-Oulu;Torikatu 38;90110;Oulu;EU;FI;Finnland;Europa;Pirkko Koskitalo;2003-03-01;2003;März;Tablet PC;Web mails;Sarah Hicks;Tablet PC;Acer;ST;1189;Acer TM C104TCi Tablet PC;900-MHz PIII-M 256 MB RAM 40 GB Hard Drive
1759;13;200303;2;26;28;0;1492,36;EUR;0,0;38801,36;41786,079999999994;22126;16675,36;Global Computer Suppliers-Oulu;Torikatu 38;90110;Oulu;EU;FI;Finnland;Europa;Pirkko Koskitalo;2003-03-01;2003;März;0;0;0;Notebook;Acer;ST;851;Acer TravelMate 233XV Notebook;20-GHz Celeron-M 256 MB RAM 30 GB Hard Drive DVD Drive
1760;13;200303;7;22;24;0;2040,62;EUR;0,0;44893,64;48974,88;23012;21881,64;Global Computer Suppliers-Oulu;Torikatu 38;90110;Oulu;EU;FI;Finnland;Europa;Pirkko Koskitalo;2003-03-01;2003;März;0;0;0;Notebook;Apple;ST;1046;Apple iBook Notebook 141 M9009LL/A;900-MHz PowerPC G3 256 MB RAM 40 GB Hard Drive
1761;13;200303;12;24;26;0;930,63;EUR;0,0;22335,12;24196,38;13440;8895,119999999999;Global Computer Suppliers-Oulu;Torikatu 38;90110;Oulu;EU;FI;Finnland;Europa;Pirkko Koskitalo;2003-03-01;2003;März;0;0;0;Notebook;Compaq;ST;560;Compaq Presario 1215 Notebook;1-GHz Athlon 128 MB RAM 20 GB hard drive
1762;13;200303;15;25;26;2;1581,0;EUR;53236,0;39525,0;41106,0;31475;8050,0;Global Computer Suppliers-Oulu;Torikatu 38;90110;Oulu;EU;FI;Finnland;Europa;Pirkko Koskitalo;2003-03-01;2003;März;Tablet PC;Web mails;Sarah Hicks;Tablet PC;Compaq;ST;1259;Compaq TC1000T Tablet PC 470045-149;10 GHz Transmeta Crusoe 256MB RAM 40GB hard drive
1763;13;200303;17;27;26;3;1296,05;EUR;13798,0;34993,35;33697,299999999996;27783;7210,3499999999985;Global Computer Suppliers-Oulu;Torikatu 38;90110;Oulu;EU;FI;Finnland;Europa;Pirkko Koskitalo;2003-03-01;2003;März;HP;Radio;Robert Difatta;Notebook;HP;ST;1029;HP Pavilion xt5335qv Notebook PC;253-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVD/CD-RW Drive
1764;13;200303;20;34;36;0;1838,35;EUR;0,0;62503,899999999994;66180,59999999999;36176;26327,899999999994;Global Computer Suppliers-Oulu;Torikatu 38;90110;Oulu;EU;FI;Finnland;Europa;Pirkko Koskitalo;2003-03-01;2003;März;0;0;0;Notebook;IBM;ST;1064;IBM ThinkPad R40 (27232FU) Notebook;130-GHz Pentium-M Centrino 256 MB RAM 20 GB Hard Drive DVD-ROM Drive
1765;13;200303;24;27;23;0;1133,99;EUR;0,0;30617,73;26081,77;28350;2267,7299999999996;Global Computer Suppliers-Oulu;Torikatu 38;90110;Oulu;EU;FI;Finnland;Europa;Pirkko Koskitalo;2003-03-01;2003;März;0;0;0;Notebook;Sony;ST;1050;Sony VAIO PCG-FRV25 Notebook;266-GHz Pentium 4 512 MB RAM 40 GB Hard Drive DVD/CD-RW Drive
1766;13;200303;25;22;20;0;1769,45;EUR;0,0;38927,9;35389,0;33880;5047,9000000000015;Global Computer Suppliers-Oulu;Torikatu 38;90110;Oulu;EU;FI;Finnland;Europa;Pirkko Koskitalo;2003-03-01;2003;März;0;0;0;Notebook;Sony;ST;1540;Sony VAIO PCG-GRT170 Notebook;280-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVDRW/CD-RW Drive
1767;13;200303;31;39;37;2;1663,2;EUR;53236,0;64864,8;61538,4;60060;4804,800000000003;Global Computer Suppliers-Oulu;Torikatu 38;90110;Oulu;EU;FI;Finnland;Europa;Pirkko Koskitalo;2003-03-01;2003;März;Tablet PC;Web mails;Sarah Hicks;Tablet PC;Toshiba;ST;1540;Toshiba Portege 3505 Tablet PC;133-GHz Pentium III 512 MB RAM 40 GB Hard Drive
1768;13;200303;32;24;26;0;1429,97;EUR;0,0;34319,28;37179,22;18480;15839,279999999999;Global Computer Suppliers-Oulu;Torikatu 38;90110;Oulu;EU;FI;Finnland;Europa;Pirkko Koskitalo;2003-03-01;2003;März;0;0;0;Notebook;Toshiba;ST;770;Toshiba Satellite 1135-S125 Notebook;180-GHz Celeron 256 MB RAM 30 GB Hard Drive DVD/CD-RW Drive
1769;13;200303;38;32;29;4;1267,85;EUR;123240,0;40571,2;36767,649999999994;28992;11579,199999999997;Global Computer Suppliers-Oulu;Torikatu 38;90110;Oulu;EU;FI;Finnland;Europa;Pirkko Koskitalo;2003-03-01;2003;März;Desktop Nord Europa;Zeitungsbeilage;Marilyn Schaidt;Desktop;Apple;ST;906;Apple eMac Desktop 17 M8951LL/A;10-GHz PowerPC G4 256 MB RAM 80 GB Hard Drive DVD-RW/CD-RW Drive
1770;13;200303;40;27;28;4;1726,7;EUR;123240,0;46620,9;48347,6;21627;24993,9;Global Computer Suppliers-Oulu;Torikatu 38;90110;Oulu;EU;FI;Finnland;Europa;Pirkko Koskitalo;2003-03-01;2003;März;Desktop Nord Europa;Zeitungsbeilage;Marilyn Schaidt;Desktop;Apple;ST;801;Apple Power Mac Desktop M8839LL/A;10-GHz PowerPC G4 256 MB RAM 60 GB Hard Drive DVD/CD-RW Drive
1771;13;200303;44;27;29;4;520,21;EUR;123240,0;14045,670000000002;15086,09;7560;6485,670000000002;Global Computer Suppliers-Oulu;Torikatu 38;90110;Oulu;EU;FI;Finnland;Europa;Pirkko Koskitalo;2003-03-01;2003;März;Desktop Nord Europa;Zeitungsbeilage;Marilyn Schaidt;Desktop;Compaq;ST;280;Compaq Presario 6400NX Desktop PC;153 GHz Athlon XP 1800 128MB RAM 40GB hard drive
1772;13;200303;50;35;29;3;615,45;EUR;13798,0;21540,75;17848,050000000003;14700;6840,75;Global Computer Suppliers-Oulu;Torikatu 38;90110;Oulu;EU;FI;Finnland;Europa;Pirkko Koskitalo;2003-03-01;2003;März;HP;Radio;Robert Difatta;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive
1773;13;200303;50;35;29;4;615,45;EUR;123240,0;21540,75;17848,050000000003;14700;6840,75;Global Computer Suppliers-Oulu;Torikatu 38;90110;Oulu;EU;FI;Finnland;Europa;Pirkko Koskitalo;2003-03-01;2003;März;Desktop Nord Europa;Zeitungsbeilage;Marilyn Schaidt;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive
1774;13;200303;58;29;27;4;1433,87;EUR;123240,0;41582,229999999996;38714,49;18270;23312,229999999996;Global Computer Suppliers-Oulu;Torikatu 38;90110;Oulu;EU;FI;Finnland;Europa;Pirkko Koskitalo;2003-03-01;2003;März;Desktop Nord Europa;Zeitungsbeilage;Marilyn Schaidt;Desktop;Sony;ST;630;Sony VAIO PCV-RS310 Desktop;240-GHz Pentium 4 256 MB RAM 80 GB Hard Drive DVD-RW/CD-RW Drive CD-ROM Drive
1775;13;200303;66;31;33;0;241,65;EUR;0,0;7491,150000000001;7974,45;4309;3182,1500000000005;Global Computer Suppliers-Oulu;Torikatu 38;90110;Oulu;EU;FI;Finnland;Europa;Pirkko Koskitalo;2003-03-01;2003;März;0;0;0;Tablet;Casio;ST;139;Casio Cassiopeia BE-300 Pocket Manager;No Description
1776;13;200303;72;26;29;0;297,23;EUR;0,0;7727,9800000000005;8619,67;4524;3203,9800000000005;Global Computer Suppliers-Oulu;Torikatu 38;90110;Oulu;EU;FI;Finnland;Europa;Pirkko Koskitalo;2003-03-01;2003;März;0;0;0;Tablet;Compaq;ST;174;Compaq iPAQ 3135 Monochrome Pocket PC Bundle;No Description
1777;13;200303;80;29;27;3;411,22;EUR;13798,0;11925,380000000001;11102,94;9106;2819,380000000001;Global Computer Suppliers-Oulu;Torikatu 38;90110;Oulu;EU;FI;Finnland;Europa;Pirkko Koskitalo;2003-03-01;2003;März;HP;Radio;Robert Difatta;Tablet;HP;ST;314;HP Jornada 420 Palm-Size PC;No Description
1778;13;200303;90;39;40;0;379,96;EUR;0,0;14818,439999999999;15198,4;12285;2533,4399999999987;Global Computer Suppliers-Oulu;Torikatu 38;90110;Oulu;EU;FI;Finnland;Europa;Pirkko Koskitalo;2003-03-01;2003;März;0;0;0;Tablet;Sony;ST;315;Sony Clie PEG-NX60 (Silver) Handheld;No Description
2008;14;200303;1;68;58;2;1298,04;EUR;53236,0;88266,72;75286,31999999999;80852;7414,720000000001;Global Computer Suppliers-Paris;265, boulevard Charonne;75012;Paris;EU;FR;Frankreich;Europa;Marie Bertrand;2003-03-01;2003;März;Tablet PC;Web mails;Sarah Hicks;Tablet PC;Acer;ST;1189;Acer TM C104TCi Tablet PC;900-MHz PIII-M 256 MB RAM 40 GB Hard Drive
2009;14;200303;2;86;88;0;1421,3;EUR;0,0;122231,8;125074,4;73186;49045,8;Global Computer Suppliers-Paris;265, boulevard Charonne;75012;Paris;EU;FR;Frankreich;Europa;Marie Bertrand;2003-03-01;2003;März;0;0;0;Notebook;Acer;ST;851;Acer TravelMate 233XV Notebook;20-GHz Celeron-M 256 MB RAM 30 GB Hard Drive DVD Drive
2010;14;200303;7;85;74;0;1943,45;EUR;0,0;165193,25;143815,30000000002;88910;76283,25;Global Computer Suppliers-Paris;265, boulevard Charonne;75012;Paris;EU;FR;Frankreich;Europa;Marie Bertrand;2003-03-01;2003;März;0;0;0;Notebook;Apple;ST;1046;Apple iBook Notebook 141 M9009LL/A;900-MHz PowerPC G3 256 MB RAM 40 GB Hard Drive
2011;14;200303;12;94;104;0;886,31;EUR;0,0;83313,14;92176,23999999999;52640;30673,14;Global Computer Suppliers-Paris;265, boulevard Charonne;75012;Paris;EU;FR;Frankreich;Europa;Marie Bertrand;2003-03-01;2003;März;0;0;0;Notebook;Compaq;ST;560;Compaq Presario 1215 Notebook;1-GHz Athlon 128 MB RAM 20 GB hard drive
2012;14;200303;15;99;104;2;1505,71;EUR;53236,0;149065,29;156593,84;124641;24424,290000000008;Global Computer Suppliers-Paris;265, boulevard Charonne;75012;Paris;EU;FR;Frankreich;Europa;Marie Bertrand;2003-03-01;2003;März;Tablet PC;Web mails;Sarah Hicks;Tablet PC;Compaq;ST;1259;Compaq TC1000T Tablet PC 470045-149;10 GHz Transmeta Crusoe 256MB RAM 40GB hard drive
2013;14;200303;17;88;74;3;1234,33;EUR;13798,0;108621,04;91340,42;90552;18069,039999999994;Global Computer Suppliers-Paris;265, boulevard Charonne;75012;Paris;EU;FR;Frankreich;Europa;Marie Bertrand;2003-03-01;2003;März;HP;Radio;Robert Difatta;Notebook;HP;ST;1029;HP Pavilion xt5335qv Notebook PC;253-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVD/CD-RW Drive
2014;14;200303;20;102;92;0;1750,81;EUR;0,0;178582,62;161074,52;108528;70054,62;Global Computer Suppliers-Paris;265, boulevard Charonne;75012;Paris;EU;FR;Frankreich;Europa;Marie Bertrand;2003-03-01;2003;März;0;0;0;Notebook;IBM;ST;1064;IBM ThinkPad R40 (27232FU) Notebook;130-GHz Pentium-M Centrino 256 MB RAM 20 GB Hard Drive DVD-ROM Drive
2015;14;200303;24;84;68;0;1079,99;EUR;0,0;90719,16;73439,32;88200;2519,1600000000035;Global Computer Suppliers-Paris;265, boulevard Charonne;75012;Paris;EU;FR;Frankreich;Europa;Marie Bertrand;2003-03-01;2003;März;0;0;0;Notebook;Sony;ST;1050;Sony VAIO PCG-FRV25 Notebook;266-GHz Pentium 4 512 MB RAM 40 GB Hard Drive DVD/CD-RW Drive
2016;14;200303;25;63;67;0;1685,19;EUR;0,0;106166,97;112907,73000000001;97020;9146,970000000001;Global Computer Suppliers-Paris;265, boulevard Charonne;75012;Paris;EU;FR;Frankreich;Europa;Marie Bertrand;2003-03-01;2003;März;0;0;0;Notebook;Sony;ST;1540;Sony VAIO PCG-GRT170 Notebook;280-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVDRW/CD-RW Drive
2017;14;200303;31;74;85;2;1584,0;EUR;53236,0;117216,0;134640,0;113960;3256,0;Global Computer Suppliers-Paris;265, boulevard Charonne;75012;Paris;EU;FR;Frankreich;Europa;Marie Bertrand;2003-03-01;2003;März;Tablet PC;Web mails;Sarah Hicks;Tablet PC;Toshiba;ST;1540;Toshiba Portege 3505 Tablet PC;133-GHz Pentium III 512 MB RAM 40 GB Hard Drive
2018;14;200303;32;87;100;0;1361,87;EUR;0,0;118482,68999999999;136187,0;66990;51492,68999999999;Global Computer Suppliers-Paris;265, boulevard Charonne;75012;Paris;EU;FR;Frankreich;Europa;Marie Bertrand;2003-03-01;2003;März;0;0;0;Notebook;Toshiba;ST;770;Toshiba Satellite 1135-S125 Notebook;180-GHz Celeron 256 MB RAM 30 GB Hard Drive DVD/CD-RW Drive
2019;14;200303;38;79;64;0;1207,48;EUR;0,0;95390,92;77278,72;71574;23816,92;Global Computer Suppliers-Paris;265, boulevard Charonne;75012;Paris;EU;FR;Frankreich;Europa;Marie Bertrand;2003-03-01;2003;März;0;0;0;Desktop;Apple;ST;906;Apple eMac Desktop 17 M8951LL/A;10-GHz PowerPC G4 256 MB RAM 80 GB Hard Drive DVD-RW/CD-RW Drive
2020;14;200303;40;99;105;0;1644,48;EUR;0,0;162803,52;172670,4;79299;83504,51999999999;Global Computer Suppliers-Paris;265, boulevard Charonne;75012;Paris;EU;FR;Frankreich;Europa;Marie Bertrand;2003-03-01;2003;März;0;0;0;Desktop;Apple;ST;801;Apple Power Mac Desktop M8839LL/A;10-GHz PowerPC G4 256 MB RAM 60 GB Hard Drive DVD/CD-RW Drive
2021;14;200303;44;104;107;0;495,44;EUR;0,0;51525,76;53012,08;29120;22405,760000000002;Global Computer Suppliers-Paris;265, boulevard Charonne;75012;Paris;EU;FR;Frankreich;Europa;Marie Bertrand;2003-03-01;2003;März;0;0;0;Desktop;Compaq;ST;280;Compaq Presario 6400NX Desktop PC;153 GHz Athlon XP 1800 128MB RAM 40GB hard drive
2022;14;200303;50;83;85;3;586,15;EUR;13798,0;48650,45;49822,75;34860;13790,449999999997;Global Computer Suppliers-Paris;265, boulevard Charonne;75012;Paris;EU;FR;Frankreich;Europa;Marie Bertrand;2003-03-01;2003;März;HP;Radio;Robert Difatta;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive
2023;14;200303;58;89;72;0;1365,59;EUR;0,0;121537,51;98322,48;56070;65467,509999999995;Global Computer Suppliers-Paris;265, boulevard Charonne;75012;Paris;EU;FR;Frankreich;Europa;Marie Bertrand;2003-03-01;2003;März;0;0;0;Desktop;Sony;ST;630;Sony VAIO PCV-RS310 Desktop;240-GHz Pentium 4 256 MB RAM 80 GB Hard Drive DVD-RW/CD-RW Drive CD-ROM Drive
2024;14;200303;66;92;90;0;230,14;EUR;0,0;21172,879999999997;20712,6;12788;8384,879999999997;Global Computer Suppliers-Paris;265, boulevard Charonne;75012;Paris;EU;FR;Frankreich;Europa;Marie Bertrand;2003-03-01;2003;März;0;0;0;Tablet;Casio;ST;139;Casio Cassiopeia BE-300 Pocket Manager;No Description
2025;14;200303;72;67;69;0;283,07;EUR;0,0;18965,69;19531,829999999998;11658;7307,689999999999;Global Computer Suppliers-Paris;265, boulevard Charonne;75012;Paris;EU;FR;Frankreich;Europa;Marie Bertrand;2003-03-01;2003;März;0;0;0;Tablet;Compaq;ST;174;Compaq iPAQ 3135 Monochrome Pocket PC Bundle;No Description
2026;14;200303;80;87;88;3;391,64;EUR;13798,0;34072,68;34464,32;27318;6754,68;Global Computer Suppliers-Paris;265, boulevard Charonne;75012;Paris;EU;FR;Frankreich;Europa;Marie Bertrand;2003-03-01;2003;März;HP;Radio;Robert Difatta;Tablet;HP;ST;314;HP Jornada 420 Palm-Size PC;No Description
2027;14;200303;90;94;101;0;361,87;EUR;0,0;34015,78;36548,87;29610;4405,779999999999;Global Computer Suppliers-Paris;265, boulevard Charonne;75012;Paris;EU;FR;Frankreich;Europa;Marie Bertrand;2003-03-01;2003;März;0;0;0;Tablet;Sony;ST;315;Sony Clie PEG-NX60 (Silver) Handheld;No Description
2260;16;200303;1;174;174;1;1298,04;EUR;987505,0;225858,96;225858,96;206886;18972,959999999992;Global Computer Suppliers-Berlin;Obere Str. 57;12209;Berlin;EU;DE;Deutschland;Europa;Maria Anders;2003-03-01;2003;März;Cebit 2003;Product Attachment;Shona Grimm;Tablet PC;Acer;ST;1189;Acer TM C104TCi Tablet PC;900-MHz PIII-M 256 MB RAM 40 GB Hard Drive
2261;16;200303;1;174;174;2;1298,04;EUR;53236,0;225858,96;225858,96;206886;18972,959999999992;Global Computer Suppliers-Berlin;Obere Str. 57;12209;Berlin;EU;DE;Deutschland;Europa;Maria Anders;2003-03-01;2003;März;Tablet PC;Web mails;Sarah Hicks;Tablet PC;Acer;ST;1189;Acer TM C104TCi Tablet PC;900-MHz PIII-M 256 MB RAM 40 GB Hard Drive
2262;16;200303;2;204;220;1;1421,3;EUR;987505,0;289945,2;312686,0;173604;116341,20000000001;Global Computer Suppliers-Berlin;Obere Str. 57;12209;Berlin;EU;DE;Deutschland;Europa;Maria Anders;2003-03-01;2003;März;Cebit 2003;Product Attachment;Shona Grimm;Notebook;Acer;ST;851;Acer TravelMate 233XV Notebook;20-GHz Celeron-M 256 MB RAM 30 GB Hard Drive DVD Drive
2263;16;200303;7;182;165;1;1943,45;EUR;987505,0;353707,9;320669,25;190372;163335,90000000002;Global Computer Suppliers-Berlin;Obere Str. 57;12209;Berlin;EU;DE;Deutschland;Europa;Maria Anders;2003-03-01;2003;März;Cebit 2003;Product Attachment;Shona Grimm;Notebook;Apple;ST;1046;Apple iBook Notebook 141 M9009LL/A;900-MHz PowerPC G3 256 MB RAM 40 GB Hard Drive
