ID;ZeitID;KampagneID;FilialeID;ProduktID;Menge Ist;Menge Soll;Preis_ Pro_ Einheit;Waehrung;KampagnenkostenEUR;Umsatz_Ist;Umsatz_Soll;Herstellkosten;Gewinn;Produktkategorie;Hersteller;Einheit;Herstellkosten je Einheit in EUR;Kurztext;Langtext;Filiale-Bez;Anschrift;Filiale-PLZ;Filiale-Ort;Region;Region-Bez;Land;LandBez;Verkaufsleiter;Kampagne-Bez;Medienart;Verantwortlicher;KalMonatJahr;Jahr;Monat
458;200304;2;2;1;44;48;1298,04;EUR;53236,0;57113,759999999995;62305,92;52316;4797,759999999995;Tablet PC;Acer;ST;1189;Acer TM C104TCi Tablet PC;900-MHz PIII-M 256 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;Tablet PC;Web mails;Sarah Hicks;2003-04-01;2003;April
462;200304;2;2;15;70;59;1505,71;EUR;53236,0;105399,7;88836,89;88130;17269,699999999997;Tablet PC;Compaq;ST;1259;Compaq TC1000T Tablet PC 470045-149;10 GHz Transmeta Crusoe 256MB RAM 40GB hard drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;Tablet PC;Web mails;Sarah Hicks;2003-04-01;2003;April
463;200304;3;2;17;42;47;1234,33;EUR;13798,0;51841,86;58013,509999999995;43218;8623,86;Notebook;HP;ST;1029;HP Pavilion xt5335qv Notebook PC;253-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVD/CD-RW Drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;HP;Radio;Robert Difatta;2003-04-01;2003;April
467;200304;2;2;31;64;76;1584,0;EUR;53236,0;101376,0;120384,0;98560;2816,0;Tablet PC;Toshiba;ST;1540;Toshiba Portege 3505 Tablet PC;133-GHz Pentium III 512 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;Tablet PC;Web mails;Sarah Hicks;2003-04-01;2003;April
472;200304;3;2;50;61;72;586,15;EUR;13798,0;35755,15;42202,799999999996;25620;10135,150000000001;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;HP;Radio;Robert Difatta;2003-04-01;2003;April
476;200304;3;2;80;66;72;391,64;EUR;13798,0;25848,239999999998;28198,079999999998;20724;5124,239999999998;Tablet;HP;ST;314;HP Jornada 420 Palm-Size PC;No Description;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;HP;Radio;Robert Difatta;2003-04-01;2003;April
478;200305;2;2;1;55;45;1298,04;EUR;53236,0;71392,2;58411,799999999996;65395;5997,199999999997;Tablet PC;Acer;ST;1189;Acer TM C104TCi Tablet PC;900-MHz PIII-M 256 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;Tablet PC;Web mails;Sarah Hicks;2003-05-01;2003;Mai
482;200305;2;2;15;71;85;1505,71;EUR;53236,0;106905,41;127985,35;89389;17516,410000000003;Tablet PC;Compaq;ST;1259;Compaq TC1000T Tablet PC 470045-149;10 GHz Transmeta Crusoe 256MB RAM 40GB hard drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;Tablet PC;Web mails;Sarah Hicks;2003-05-01;2003;Mai
483;200305;3;2;17;77;67;1234,33;EUR;13798,0;95043,40999999999;82700,11;79233;15810,409999999989;Notebook;HP;ST;1029;HP Pavilion xt5335qv Notebook PC;253-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVD/CD-RW Drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;HP;Radio;Robert Difatta;2003-05-01;2003;Mai
487;200305;2;2;31;78;64;1584,0;EUR;53236,0;123552,0;101376,0;120120;3432,0;Tablet PC;Toshiba;ST;1540;Toshiba Portege 3505 Tablet PC;133-GHz Pentium III 512 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;Tablet PC;Web mails;Sarah Hicks;2003-05-01;2003;Mai
492;200305;3;2;50;49;49;586,15;EUR;13798,0;28721,35;28721,35;20580;8141,3499999999985;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;HP;Radio;Robert Difatta;2003-05-01;2003;Mai
496;200305;3;2;80;72;61;391,64;EUR;13798,0;28198,079999999998;23890,04;22608;5590,079999999998;Tablet;HP;ST;314;HP Jornada 420 Palm-Size PC;No Description;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;HP;Radio;Robert Difatta;2003-05-01;2003;Mai
498;200306;2;2;1;48;43;1298,04;EUR;53236,0;62305,92;55815,72;57072;5233,919999999998;Tablet PC;Acer;ST;1189;Acer TM C104TCi Tablet PC;900-MHz PIII-M 256 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;Tablet PC;Web mails;Sarah Hicks;2003-06-01;2003;Juni
502;200306;2;2;15;76;76;1505,71;EUR;53236,0;114433,96;114433,96;95684;18749,960000000006;Tablet PC;Compaq;ST;1259;Compaq TC1000T Tablet PC 470045-149;10 GHz Transmeta Crusoe 256MB RAM 40GB hard drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;Tablet PC;Web mails;Sarah Hicks;2003-06-01;2003;Juni
503;200306;3;2;17;66;54;1234,33;EUR;13798,0;81465,78;66653,81999999999;67914;13551,779999999999;Notebook;HP;ST;1029;HP Pavilion xt5335qv Notebook PC;253-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVD/CD-RW Drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;HP;Radio;Robert Difatta;2003-06-01;2003;Juni
507;200306;2;2;31;75;69;1584,0;EUR;53236,0;118800,0;109296,0;115500;3300,0;Tablet PC;Toshiba;ST;1540;Toshiba Portege 3505 Tablet PC;133-GHz Pentium III 512 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;Tablet PC;Web mails;Sarah Hicks;2003-06-01;2003;Juni
512;200306;3;2;50;76;84;586,15;EUR;13798,0;44547,4;49236,6;31920;12627,400000000001;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;HP;Radio;Robert Difatta;2003-06-01;2003;Juni
516;200306;3;2;80;57;57;391,64;EUR;13798,0;22323,48;22323,48;17898;4425,48;Tablet;HP;ST;314;HP Jornada 420 Palm-Size PC;No Description;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;HP;Radio;Robert Difatta;2003-06-01;2003;Juni
518;200307;2;2;1;48;45;1298,04;EUR;53236,0;62305,92;58411,799999999996;57072;5233,919999999998;Tablet PC;Acer;ST;1189;Acer TM C104TCi Tablet PC;900-MHz PIII-M 256 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;Tablet PC;Web mails;Sarah Hicks;2003-07-01;2003;Juli
522;200307;2;2;15;65;72;1505,71;EUR;53236,0;97871,15000000001;108411,12;81835;16036,150000000009;Tablet PC;Compaq;ST;1259;Compaq TC1000T Tablet PC 470045-149;10 GHz Transmeta Crusoe 256MB RAM 40GB hard drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;Tablet PC;Web mails;Sarah Hicks;2003-07-01;2003;Juli
523;200307;3;2;17;47;46;1234,33;EUR;13798,0;58013,509999999995;56779,17999999999;48363;9650,509999999995;Notebook;HP;ST;1029;HP Pavilion xt5335qv Notebook PC;253-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVD/CD-RW Drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;HP;Radio;Robert Difatta;2003-07-01;2003;Juli
527;200307;2;2;31;72;64;1584,0;EUR;53236,0;114048,0;101376,0;110880;3168,0;Tablet PC;Toshiba;ST;1540;Toshiba Portege 3505 Tablet PC;133-GHz Pentium III 512 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;Tablet PC;Web mails;Sarah Hicks;2003-07-01;2003;Juli
532;200307;3;2;50;44;37;586,15;EUR;13798,0;25790,6;21687,55;18480;7310,5999999999985;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;HP;Radio;Robert Difatta;2003-07-01;2003;Juli
536;200307;3;2;80;43;49;391,64;EUR;13798,0;16840,52;19190,36;13502;3338,5200000000004;Tablet;HP;ST;314;HP Jornada 420 Palm-Size PC;No Description;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;HP;Radio;Robert Difatta;2003-07-01;2003;Juli
538;200308;2;2;1;52;48;1298,04;EUR;53236,0;67498,08;62305,92;61828;5670,080000000002;Tablet PC;Acer;ST;1189;Acer TM C104TCi Tablet PC;900-MHz PIII-M 256 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;Tablet PC;Web mails;Sarah Hicks;2003-08-01;2003;August
542;200308;2;2;15;60;64;1505,71;EUR;53236,0;90342,6;96365,44;75540;14802,600000000006;Tablet PC;Compaq;ST;1259;Compaq TC1000T Tablet PC 470045-149;10 GHz Transmeta Crusoe 256MB RAM 40GB hard drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;Tablet PC;Web mails;Sarah Hicks;2003-08-01;2003;August
543;200308;3;2;17;73;78;1234,33;EUR;13798,0;90106,09;96277,73999999999;75117;14989,089999999997;Notebook;HP;ST;1029;HP Pavilion xt5335qv Notebook PC;253-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVD/CD-RW Drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;HP;Radio;Robert Difatta;2003-08-01;2003;August
547;200308;2;2;31;63;56;1584,0;EUR;53236,0;99792,0;88704,0;97020;2772,0;Tablet PC;Toshiba;ST;1540;Toshiba Portege 3505 Tablet PC;133-GHz Pentium III 512 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;Tablet PC;Web mails;Sarah Hicks;2003-08-01;2003;August
552;200308;3;2;50;47;55;586,15;EUR;13798,0;27549,05;32238,25;19740;7809,049999999999;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;HP;Radio;Robert Difatta;2003-08-01;2003;August
556;200308;3;2;80;68;57;391,64;EUR;13798,0;26631,52;22323,48;21352;5279,52;Tablet;HP;ST;314;HP Jornada 420 Palm-Size PC;No Description;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;HP;Radio;Robert Difatta;2003-08-01;2003;August
558;200309;2;2;1;76;87;1298,04;EUR;53236,0;98651,04;112929,48;90364;8287,039999999994;Tablet PC;Acer;ST;1189;Acer TM C104TCi Tablet PC;900-MHz PIII-M 256 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;Tablet PC;Web mails;Sarah Hicks;2003-09-01;2003;September
562;200309;2;2;15;63;58;1505,71;EUR;53236,0;94859,73;87331,18000000001;79317;15542,729999999996;Tablet PC;Compaq;ST;1259;Compaq TC1000T Tablet PC 470045-149;10 GHz Transmeta Crusoe 256MB RAM 40GB hard drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;Tablet PC;Web mails;Sarah Hicks;2003-09-01;2003;September
563;200309;3;2;17;66;71;1234,33;EUR;13798,0;81465,78;87637,43;67914;13551,779999999999;Notebook;HP;ST;1029;HP Pavilion xt5335qv Notebook PC;253-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVD/CD-RW Drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;HP;Radio;Robert Difatta;2003-09-01;2003;September
567;200309;2;2;31;78;88;1584,0;EUR;53236,0;123552,0;139392,0;120120;3432,0;Tablet PC;Toshiba;ST;1540;Toshiba Portege 3505 Tablet PC;133-GHz Pentium III 512 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;Tablet PC;Web mails;Sarah Hicks;2003-09-01;2003;September
572;200309;3;2;50;70;75;586,15;EUR;13798,0;41030,5;43961,25;29400;11630,5;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;HP;Radio;Robert Difatta;2003-09-01;2003;September
576;200309;3;2;80;50;44;391,64;EUR;13798,0;19582,0;17232,16;15700;3882,0;Tablet;HP;ST;314;HP Jornada 420 Palm-Size PC;No Description;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;HP;Radio;Robert Difatta;2003-09-01;2003;September
578;200310;2;2;1;50;48;1298,04;EUR;53236,0;64902,0;62305,92;59450;5452,0;Tablet PC;Acer;ST;1189;Acer TM C104TCi Tablet PC;900-MHz PIII-M 256 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;Tablet PC;Web mails;Sarah Hicks;2003-10-01;2003;Oktober
582;200310;2;2;15;58;69;1505,71;EUR;53236,0;87331,18000000001;103893,99;73022;14309,180000000008;Tablet PC;Compaq;ST;1259;Compaq TC1000T Tablet PC 470045-149;10 GHz Transmeta Crusoe 256MB RAM 40GB hard drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;Tablet PC;Web mails;Sarah Hicks;2003-10-01;2003;Oktober
583;200310;3;2;17;57;66;1234,33;EUR;13798,0;70356,81;81465,78;58653;11703,809999999998;Notebook;HP;ST;1029;HP Pavilion xt5335qv Notebook PC;253-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVD/CD-RW Drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;HP;Radio;Robert Difatta;2003-10-01;2003;Oktober
587;200310;2;2;31;52;56;1584,0;EUR;53236,0;82368,0;88704,0;80080;2288,0;Tablet PC;Toshiba;ST;1540;Toshiba Portege 3505 Tablet PC;133-GHz Pentium III 512 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;Tablet PC;Web mails;Sarah Hicks;2003-10-01;2003;Oktober
592;200310;3;2;50;62;71;586,15;EUR;13798,0;36341,299999999996;41616,65;26040;10301,299999999996;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;HP;Radio;Robert Difatta;2003-10-01;2003;Oktober
596;200310;3;2;80;57;59;391,64;EUR;13798,0;22323,48;23106,76;17898;4425,48;Tablet;HP;ST;314;HP Jornada 420 Palm-Size PC;No Description;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;HP;Radio;Robert Difatta;2003-10-01;2003;Oktober
598;200311;2;2;1;69;70;1298,04;EUR;53236,0;89564,76;90862,8;82041;7523,759999999995;Tablet PC;Acer;ST;1189;Acer TM C104TCi Tablet PC;900-MHz PIII-M 256 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;Tablet PC;Web mails;Sarah Hicks;2003-11-01;2003;November
602;200311;2;2;15;58;57;1505,71;EUR;53236,0;87331,18000000001;85825,47;73022;14309,180000000008;Tablet PC;Compaq;ST;1259;Compaq TC1000T Tablet PC 470045-149;10 GHz Transmeta Crusoe 256MB RAM 40GB hard drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;Tablet PC;Web mails;Sarah Hicks;2003-11-01;2003;November
603;200311;3;2;17;43;51;1234,33;EUR;13798,0;53076,189999999995;62950,829999999994;44247;8829,189999999995;Notebook;HP;ST;1029;HP Pavilion xt5335qv Notebook PC;253-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVD/CD-RW Drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;HP;Radio;Robert Difatta;2003-11-01;2003;November
607;200311;2;2;31;60;61;1584,0;EUR;53236,0;95040,0;96624,0;92400;2640,0;Tablet PC;Toshiba;ST;1540;Toshiba Portege 3505 Tablet PC;133-GHz Pentium III 512 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;Tablet PC;Web mails;Sarah Hicks;2003-11-01;2003;November
612;200311;3;2;50;61;53;586,15;EUR;13798,0;35755,15;31065,949999999997;25620;10135,150000000001;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;HP;Radio;Robert Difatta;2003-11-01;2003;November
616;200311;3;2;80;51;50;391,64;EUR;13798,0;19973,64;19582,0;16014;3959,6399999999994;Tablet;HP;ST;314;HP Jornada 420 Palm-Size PC;No Description;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;HP;Radio;Robert Difatta;2003-11-01;2003;November
618;200312;2;2;1;57;65;1298,04;EUR;53236,0;73988,28;84372,59999999999;67773;6215,279999999999;Tablet PC;Acer;ST;1189;Acer TM C104TCi Tablet PC;900-MHz PIII-M 256 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;Tablet PC;Web mails;Sarah Hicks;2003-12-01;2003;Dezember
622;200312;2;2;15;67;71;1505,71;EUR;53236,0;100882,57;106905,41;84353;16529,570000000007;Tablet PC;Compaq;ST;1259;Compaq TC1000T Tablet PC 470045-149;10 GHz Transmeta Crusoe 256MB RAM 40GB hard drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;Tablet PC;Web mails;Sarah Hicks;2003-12-01;2003;Dezember
623;200312;3;2;17;68;70;1234,33;EUR;13798,0;83934,44;86403,09999999999;69972;13962,440000000002;Notebook;HP;ST;1029;HP Pavilion xt5335qv Notebook PC;253-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVD/CD-RW Drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;HP;Radio;Robert Difatta;2003-12-01;2003;Dezember
627;200312;2;2;31;77;80;1584,0;EUR;53236,0;121968,0;126720,0;118580;3388,0;Tablet PC;Toshiba;ST;1540;Toshiba Portege 3505 Tablet PC;133-GHz Pentium III 512 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;Tablet PC;Web mails;Sarah Hicks;2003-12-01;2003;Dezember
632;200312;3;2;50;61;70;586,15;EUR;13798,0;35755,15;41030,5;25620;10135,150000000001;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;HP;Radio;Robert Difatta;2003-12-01;2003;Dezember
636;200312;3;2;80;48;50;391,64;EUR;13798,0;18798,72;19582,0;15072;3726,720000000001;Tablet;HP;ST;314;HP Jornada 420 Palm-Size PC;No Description;Global Computer Suppliers-Graz;Kirchgasse 6;8010;Graz;EU;Europa;AT;Österreich;Roland Mendel;HP;Radio;Robert Difatta;2003-12-01;2003;Dezember
638;200301;2;3;1;73;67;1298,04;EUR;53236,0;94756,92;86968,68;86797;7959,919999999998;Tablet PC;Acer;ST;1189;Acer TM C104TCi Tablet PC;900-MHz PIII-M 256 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Salzburg;Geislweg 14;5020;Salzburg;EU;Europa;AT;Österreich;Georg Pipps;Tablet PC;Web mails;Sarah Hicks;2003-01-01;2003;Januar
642;200301;2;3;15;75;64;1505,71;EUR;53236,0;112928,25;96365,44;94425;18503,25;Tablet PC;Compaq;ST;1259;Compaq TC1000T Tablet PC 470045-149;10 GHz Transmeta Crusoe 256MB RAM 40GB hard drive;Global Computer Suppliers-Salzburg;Geislweg 14;5020;Salzburg;EU;Europa;AT;Österreich;Georg Pipps;Tablet PC;Web mails;Sarah Hicks;2003-01-01;2003;Januar
643;200301;3;3;17;86;99;1234,33;EUR;13798,0;106152,37999999999;122198,67;88494;17658,37999999999;Notebook;HP;ST;1029;HP Pavilion xt5335qv Notebook PC;253-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVD/CD-RW Drive;Global Computer Suppliers-Salzburg;Geislweg 14;5020;Salzburg;EU;Europa;AT;Österreich;Georg Pipps;HP;Radio;Robert Difatta;2003-01-01;2003;Januar
647;200301;2;3;31;73;79;1584,0;EUR;53236,0;115632,0;125136,0;112420;3212,0;Tablet PC;Toshiba;ST;1540;Toshiba Portege 3505 Tablet PC;133-GHz Pentium III 512 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Salzburg;Geislweg 14;5020;Salzburg;EU;Europa;AT;Österreich;Georg Pipps;Tablet PC;Web mails;Sarah Hicks;2003-01-01;2003;Januar
652;200301;3;3;50;74;67;586,15;EUR;13798,0;43375,1;39272,049999999996;31080;12295,099999999999;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive;Global Computer Suppliers-Salzburg;Geislweg 14;5020;Salzburg;EU;Europa;AT;Österreich;Georg Pipps;HP;Radio;Robert Difatta;2003-01-01;2003;Januar
656;200301;3;3;80;66;73;391,64;EUR;13798,0;25848,239999999998;28589,719999999998;20724;5124,239999999998;Tablet;HP;ST;314;HP Jornada 420 Palm-Size PC;No Description;Global Computer Suppliers-Salzburg;Geislweg 14;5020;Salzburg;EU;Europa;AT;Österreich;Georg Pipps;HP;Radio;Robert Difatta;2003-01-01;2003;Januar
658;200302;2;3;1;72;83;1298,04;EUR;53236,0;93458,88;107737,31999999999;85608;7850,880000000005;Tablet PC;Acer;ST;1189;Acer TM C104TCi Tablet PC;900-MHz PIII-M 256 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Salzburg;Geislweg 14;5020;Salzburg;EU;Europa;AT;Österreich;Georg Pipps;Tablet PC;Web mails;Sarah Hicks;2003-02-01;2003;Februar
662;200302;2;3;15;59;57;1505,71;EUR;53236,0;88836,89;85825,47;74281;14555,89;Tablet PC;Compaq;ST;1259;Compaq TC1000T Tablet PC 470045-149;10 GHz Transmeta Crusoe 256MB RAM 40GB hard drive;Global Computer Suppliers-Salzburg;Geislweg 14;5020;Salzburg;EU;Europa;AT;Österreich;Georg Pipps;Tablet PC;Web mails;Sarah Hicks;2003-02-01;2003;Februar
663;200302;3;3;17;86;76;1234,33;EUR;13798,0;106152,37999999999;93809,07999999999;88494;17658,37999999999;Notebook;HP;ST;1029;HP Pavilion xt5335qv Notebook PC;253-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVD/CD-RW Drive;Global Computer Suppliers-Salzburg;Geislweg 14;5020;Salzburg;EU;Europa;AT;Österreich;Georg Pipps;HP;Radio;Robert Difatta;2003-02-01;2003;Februar
667;200302;2;3;31;75;66;1584,0;EUR;53236,0;118800,0;104544,0;115500;3300,0;Tablet PC;Toshiba;ST;1540;Toshiba Portege 3505 Tablet PC;133-GHz Pentium III 512 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Salzburg;Geislweg 14;5020;Salzburg;EU;Europa;AT;Österreich;Georg Pipps;Tablet PC;Web mails;Sarah Hicks;2003-02-01;2003;Februar
672;200302;3;3;50;55;52;586,15;EUR;13798,0;32238,25;30479,8;23100;9138,25;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive;Global Computer Suppliers-Salzburg;Geislweg 14;5020;Salzburg;EU;Europa;AT;Österreich;Georg Pipps;HP;Radio;Robert Difatta;2003-02-01;2003;Februar
676;200302;3;3;80;89;103;391,64;EUR;13798,0;34855,96;40338,92;27946;6909,959999999999;Tablet;HP;ST;314;HP Jornada 420 Palm-Size PC;No Description;Global Computer Suppliers-Salzburg;Geislweg 14;5020;Salzburg;EU;Europa;AT;Österreich;Georg Pipps;HP;Radio;Robert Difatta;2003-02-01;2003;Februar
678;200303;2;3;1;59;62;1298,04;EUR;53236,0;76584,36;80478,48;70151;6433,360000000001;Tablet PC;Acer;ST;1189;Acer TM C104TCi Tablet PC;900-MHz PIII-M 256 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Salzburg;Geislweg 14;5020;Salzburg;EU;Europa;AT;Österreich;Georg Pipps;Tablet PC;Web mails;Sarah Hicks;2003-03-01;2003;März
682;200303;2;3;15;51;53;1505,71;EUR;53236,0;76791,21;79802,63;64209;12582,210000000006;Tablet PC;Compaq;ST;1259;Compaq TC1000T Tablet PC 470045-149;10 GHz Transmeta Crusoe 256MB RAM 40GB hard drive;Global Computer Suppliers-Salzburg;Geislweg 14;5020;Salzburg;EU;Europa;AT;Österreich;Georg Pipps;Tablet PC;Web mails;Sarah Hicks;2003-03-01;2003;März
683;200303;3;3;17;76;87;1234,33;EUR;13798,0;93809,07999999999;107386,70999999999;78204;15605,079999999987;Notebook;HP;ST;1029;HP Pavilion xt5335qv Notebook PC;253-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVD/CD-RW Drive;Global Computer Suppliers-Salzburg;Geislweg 14;5020;Salzburg;EU;Europa;AT;Österreich;Georg Pipps;HP;Radio;Robert Difatta;2003-03-01;2003;März
